,Unnamed: 0,평점,날짜,제목,내용
1413,1413,4,21.04.07.,사용전이라 일단 별하나 뺐는데 워낙 유명한 제품인데다 좋은 구성으로 저렴하게 구매해서 좋아요 택배도 빨랐고 친환경 소재로 포장되어와서 기분 좋게 열어봤어요  써보고 잘 맞으면 재,사용전이라 일단 별하나 뺐는데 워낙 유명한 제품인데다 좋은 구성으로 저렴하게 구매해서 좋아요 택배도 빨랐고 친환경 소재로 포장되어와서 기분 좋게 열어봤어요  써보고 잘 맞으면 재구매하러올게요
1414,1414,5,21.05.08.,저도 사용해보고 좋아서 지인 추천해드렸더니주문해주시라 하셔서 재주문 했어요 ㅎ 잘 사용할게요,저도 사용해보고 좋아서 지인 추천해드렸더니주문해주시라 하셔서 재주문 했어요 ㅎ잘 사용할게요
1415,1415,5,21.04.19.,커버력 굿 색상 굿 밀착력 굿,커버력 굿 색상 굿 밀착력 굿
1416,1416,5,21.04.02.,블랙헤라케이스 예쁩니다사용해보고 좋으면 다시 주문하겠습니다,블랙헤라케이스 예쁩니다사용해보고 좋으면 다시 주문하겠습니다
1417,1417,5,21.04.13.,사은품 구성도 너무 좋고 본품도 잘 받았어요 리뉴얼 전 블랙쿠션도 좋았는데 이번에도 여름 쿠션으로 잘 사용할 거 같아요 평소에 랑 고민하다가 얼굴이 붉은 편이라,사은품 구성도 너무 좋고 본품도 잘 받았어요 리뉴얼 전 블랙쿠션도 좋았는데 이번에도 여름 쿠션으로 잘 사용할 거 같아요 평소에 랑 고민하다가 얼굴이 붉은 편이라  구매했어요 화사하고 좋아요
1418,1418,5,21.04.08.,선물포장 요청했는데 해주시고신경써주셔서 감사합니다같이 온 사은품도 눈물나게 좋네요선물용으로 딱이라는 생각이 드네용정말 정말 마음에 듭니당,선물포장 요청했는데 해주시고신경써주셔서 감사합니다같이 온 사은품도 눈물나게 좋네요선물용으로 딱이라는 생각이 드네용정말 정말
1419,1419,5,21.04.18.,왜 헤라 블랙쿠션블랙쿠션하는지 이해되네용ㅋㅋ좋은제품 다른곳보다 저렴하게 잘 샀어용,왜 헤라 블랙쿠션블랙쿠션하는지 이해되네용ㅋㅋ좋은제품 다른곳보다 저렴하게 잘 샀어용
1420,1420,5,21.03.31.,대체적으로 좋네요 색상을 조금 더 밝은걸 샀어해야하는데 실제로 못보고 사서 그점이 좀 아쉽네요케이스 자석이라 좋습니다 마스크 묻는건 곧 테스트 해볼예정입니다,대체적으로 좋네요 색상을 조금 더 밝은걸 샀어해야하는데 실제로 못보고 사서 그점이 좀 아쉽네요케이스 자석이라 좋습니다마스크 묻는건 곧 테스트 해볼예정입니다
1421,1421,4,21.04.25.,촉촉한 쿠션만 쓰다가 마스크에 너무 묻어서 바꾸었는데 조금 덜 묻어나긴 하지만 조금 묻어나긴 해요 전 건성이라서 그런지 시간이 지나면 뜨는것 같아요 증정품을 잘 챙겨주시고 증정품,촉촉한 쿠션만 쓰다가 마스크에 너무 묻어서 바꾸었는데 조금 덜 묻어나긴 하지만 조금 묻어나긴 해요 전 건성이라서 그런지 시간이 지나면 뜨는것 같아요 증정품을 잘 챙겨주시고 증정품 가방도 괜찬아요
1422,1422,5,21.04.09.,리뉴얼 되기 전 블랙쿠션도 너무 잘 사용했었는데 리뉴얼 되니 더 좋아졌어요  ㅜ ㅜ 너무 조아요 ,리뉴얼 되기 전 블랙쿠션도 너무 잘 사용했었는데 리뉴얼 되니 더 좋아졌어요  ㅜ ㅜ 너무 조아요 
1423,1423,5,21.04.13.,처음에는 촉촉하게 발리다가 매트하게 변하는 쿠션이에요 자석으로 열리고 닫혀서 쾌감이 좋았어요ㅋㅋ 밀착력과 커버력 모두 만족,처음에는 촉촉하게 발리다가 매트하게 변하는 쿠션이에요 자석으로 열리고 닫혀서 쾌감이 좋았어요ㅋㅋ 밀착력과 커버력 모두 만족
1424,1424,4,21.03.30.,일단 디자인이 너무 이쁩니다 색상도 딱 피부색과 어울리고 지속력은 내일 써봐야 알겠지만 그 전 버전도 괜찮아서 기대합니다,일단 디자인이 너무 이쁩니다 색상도 딱 피부색과 어울리고 지속력은 내일 써봐야 알겠지만 그 전 버전도 괜찮아서 기대합니다
1425,1425,5,21.04.28.,리뉴얼되서 컬러고민 많이 하고 주문했어요ㅎㅎ기존호 썼는데 잘맞는거 같아요 다른곳들하고 사은품구성이 달라서 여기서 주문했어요 같이주신 틴트도 색상 너무 이뻐요,리뉴얼되서 컬러고민 많이 하고 주문했어요ㅎㅎ기존호 썼는데 잘맞는거 같아요 다른곳들하고 사은품구성이 달라서 여기서 주문했어요 같이주신 틴트도 색상 너무 이뻐요
1426,1426,5,21.04.09.,사이즈가 생각보다 커요그리고 하루종일 마스크 끼고 생활해봤는데 마스크에 정말 안 묻어나더라구요콧등 부분만 조금 묻어나고 다른 데는 깨끗해서 놀람,사이즈가 생각보다 커요그리고 하루종일 마스크 끼고 생활해봤는데 마스크에 정말 안 묻어나더라구요콧등 부분만 조금 묻어나고 다른 데는 깨끗해서 놀람
1427,1427,5,21.04.02.,와이번에새로바뀐블랙쿠션진짜 미친밀착력이네요 마스크에도 안묻어나고 커버력은 물론 사용감이 너무 가볍고 좋아졌어요블랙파우치도넘 예쁘고사은품도 다른곳보다 알차요추가샘플에 쪽지까지,와이번에새로바뀐블랙쿠션진짜 미친밀착력이네요마스크에도 안묻어나고커버력은 물론 사용감이너무 가볍고 좋아졌어요블랙파우치도넘 예쁘고사은품도 다른곳보다 알차요추가샘플에 쪽지까지정성이 넘 느껴지네요
1428,1428,5,21.04.03.,상품도 빠르고 구성도 좋아요  자석처럼 열리는데 너무너무 예뻐요 케이스두 ,상품도 빠르고 구성도 좋아요  자석처럼 열리는데 너무너무 예뻐요 케이스두 
1429,1429,5,21.03.31.,빠르게 잘 왔습니다 색도 좋고 잘 맞아요,빠르게 잘 왔습니다 색도 좋고 잘 맞아요
1430,1430,4,21.04.23.,딸아이에게 추천첨 사용해본다니 사용감은 조금 더 있어야알꺼같아요배송도 좋고 할인받아서 잘 산거 같아요,딸아이에게 추천첨 사용해본다니 사용감은 조금 더 있어야알꺼같아요배송도 좋고 할인받아서 잘 산거 같아요
1431,1431,5,21.04.25.,꼼꼼한 포장과 살뜰히 챙겨주신 사은품에 너무 감동받았습니다 ㅠㅠㅠ 백화점에서 사는 거랑 똑같이 오네요 다들 여기서 구매하세요 ,꼼꼼한 포장과 살뜰히 챙겨주신 사은품에 너무 감동받았습니다 ㅠㅠㅠ백화점에서 사는 거랑 똑같이 오네요 다들 여기서 구매하세요 
1432,1432,5,21.04.01.,밀착력 좋아서 자연스럽게 표현됩니다 색감도 맘에 듭니다,밀착력 좋아서 자연스럽게 표현됩니다 색감도 맘에 듭니다
1433,1433,5,21.04.03.,퍼프도 개나 주고 일단 밀착력이 대박입니다냄새도 좋고 피부표현 굿 기존에 있던 블랙쿠션 쓰던사람인데 확실히 새로 나온게 좋네용,퍼프도 개나 주고 일단 밀착력이 대박입니다냄새도 좋고 피부표현 굿 기존에 있던 블랙쿠션 쓰던사람인데 확실히 새로 나온게 좋네용
1434,1434,5,21.03.31.,발색 밀착 너무 좋고무엇보다 케이스가 부드럽게 열리고 슬쩍 닫아도 자석처럼 잠겨요같이 보내주신 서울데이즈 색상도 대박,발색 밀착 너무 좋고무엇보다 케이스가 부드럽게 열리고 슬쩍 닫아도 자석처럼 잠겨요같이 보내주신 서울데이즈 색상도 대박
1435,1435,5,21.04.09.,마스크에 안 묻어난다고 하는데 진짜 장난 아니게 안 묻어나네요 세미매트 보다는 매트에 가까운 제형이고 쿠션팩트 하나로 투웨이케익 바른거 같은 마무리가 돼요 요즘 시국엔 마스크 안,마스크에 안 묻어난다고 하는데 진짜 장난 아니게 안 묻어나네요 세미매트 보다는 매트에 가까운 제형이고 쿠션팩트 하나로 투웨이케익 바른거 같은 마무리가 돼요 요즘 시국엔 마스크 안 묻어나는게 짱
1436,1436,5,21.03.31.,라이브방송때 구매했는데 색깔이 무난해요 저는 흰편인데 바르니 착 붙는 느낌이 나네요,라이브방송때 구매했는데 색깔이 무난해요 저는 흰편인데 바르니 착 붙는 느낌이 나네요
1437,1437,5,21.04.08.,기존 블랙쿠션을 오래사용 했습니다마침 리필 구매하려는 도중 리뉴얼 되어 나왔다길래바로 구매했어용,기존 블랙쿠션을 오래사용 했습니다마침 리필 구매하려는 도중 리뉴얼 되어 나왔다길래바로 구매했어용
1438,1438,5,21.03.30.,라이브때 호다닥 구매했습니다엄청 고급지고 맘에 들어요,라이브때 호다닥 구매했습니다엄청 고급지고 맘에 들어요
1439,1439,5,21.04.10.,인생 쿠션을 만난 것 같아요,인생 쿠션을 만난 것 같아요
1440,1440,4,21.03.30.,아직 사용전 그렇치만 헤라하면 뭐 믿고쓰는 커버니까요 가방퍼프받아서 기쁘네요 잘쓸께요마스크쓰며 커버도잘되길바래요,아직 사용전 그렇치만 헤라하면 뭐 믿고쓰는 커버니까요 가방퍼프받아서 기쁘네요 잘쓸께요마스크쓰며 커버도잘되길바래요
1441,1441,5,21.05.09.,밀착력 커버력 유지력 기존 블랙쿠션보다 입자가 훨씬 고와서 밀착이 더 잘되는 것 같아요 유지력은 전과 비슷하지만 밀착력,밀착력 커버력 유지력 기존 블랙쿠션보다 입자가 훨씬 고와서 밀착이 더 잘되는 것 같아요 유지력은 전과 비슷하지만 밀착력이 좋아서 오래 유지되는 느낌이에요 마무리가 세미매트로 마무리 되는데 얇게 발려서 건조함은 안느껴집니다 대신 얇게 발리니 커버력이 전처럼 한방에 커버되지는 않지먼 여러번 덧바르면 잡티가리뉴얼버전이 가볍고 건조하입자가 모공을 매꿔줘서 피부결도 좋아보입니다 기존 블랙쿠션 쓰던 사람들은 고민없이 재구매 하시고 새로 구매하시는 분들도 가
1442,1442,5,21.05.06.,깔끔한 패키지수부지 추천지성 추천지속력밀착력,깔끔한 패키지수부지 추천지성 추천지속력밀착력
1443,1443,5,21.04.16.,저번쿠션보다 묻어남이 줄어든거 같아요물론 마스크쓰고 말을 하면 묻어나긴하는데 저번보다는 나중에 묻어나는거같아요,저번쿠션보다 묻어남이 줄어든거 같아요물론 마스크쓰고 말을 하면 묻어나긴하는데 저번보다는 나중에 묻어나는거같아요
1444,1444,5,21.05.12.,유통기한도 넉넉하고 제품도 만족스러워요 마그네틱 방식이라 여닫는게 편해서 좋구요 퍼프도 보들보들 좋아요 패키징 고급지고 만족입니다 커버도 잘되요,유통기한도 넉넉하고 제품도 만족스러워요 마그네틱 방식이라 여닫는게 편해서 좋구요 퍼프도 보들보들 좋아요 패키징 고급지고 만족입니다 커버도 잘되요
1445,1445,4,21.05.29.,아주조아요발림성도 좋고 오래갑니다 색도 이뻐요,아주조아요발림성도 좋고 오래갑니다 색도 이뻐요
1446,1446,5,21.05.14.,기존에도 블랙쿠션쓰는데 리뉴얼됫다고 해서 바로 구매했어요  케이스도 너무 이뿌고 커버력도 기존꺼보다 더 괜찮은거 같아요 잘쓸게옹,기존에도 블랙쿠션쓰는데 리뉴얼됫다고 해서 바로 구매했어요  케이스도 너무 이뿌고 커버력도 기존꺼보다 더 괜찮은거 같아요 잘쓸게옹
1447,1447,4,21.05.25.,년만에 헤라 팩트 써보네요 리뉴얼되엇다구 해서 구매햇는데 케이스도 이쁘고 ㅋㅋ 커버도 잘되고 솔직히 마스크 안묻어나는건 그건 기술이 필요한거고 ㅠㅠ 하지만만족해요,년만에 헤라 팩트 써보네요 리뉴얼되엇다구 해서 구매햇는데 케이스도 이쁘고 ㅋㅋ 커버도 잘되고 솔직히 마스크 안묻어나는건 그건 기술이 필요한거고 ㅠㅠ 하지만만족해요
1448,1448,5,21.05.16.,너무 좋ㅇㅏ요리뉴얼 되고서 더 만족합니다전보다 훨씬 좋고요케이스도 고급서러워져서 더 만족해요,너무 좋ㅇㅏ요리뉴얼 되고서 더 만족합니다전보다 훨씬 좋고요케이스도 고급서러워져서 더 만족해요
1449,1449,4,21.05.24.,더울때 쓰기 괜찮은것 같아요케이스도 예뻐요,더울때 쓰기 괜찮은것 같아요케이스도 예뻐요
1450,1450,5,21.05.25.,첨에 딱 바르고 뭐야 그냥그런건가 했는데 시간지나고 보니 완전 만족 스럽네용 촉촉한게 아니라 기초를 좀 잘해줘야 할거 같아용 인가 삿다가 너무 피부색 같아서  하니깐 좋,첨에 딱 바르고 뭐야 그냥그런건가 했는데 시간지나고 보니 완전 만족 스럽네용 촉촉한게 아니라 기초를 좀 잘해줘야 할거 같아용 인가 삿다가 너무 피부색 같아서  하니깐 좋으네용
1451,1451,5,21.05.20.,다른 화장품은 거의 호 쓰는데 블랙쿠션은  쓰니까 맞아요 생각보다 소량으로 두드려 바르면 지속력이 더 좋아요 집게핀이랑 퍼프 더 주는 구성이라 좋았어요,다른 화장품은 거의 호 쓰는데 블랙쿠션은  쓰니까 맞아요 생각보다 소량으로 두드려 바르면 지속력이 더 좋아요 집게핀이랑 퍼프 더 주는 구성이라 좋았어요
1452,1452,5,21.05.12.,상품이 도착하자마자 수정용으로 살짝 사용해봤어요 커버력도 좋고 산뜻하게 마무리되네요만족해요 로제바닐라는 밝게 표현되어 정말 만족합니다,상품이 도착하자마자 수정용으로 살짝 사용해봤어요커버력도 좋고 산뜻하게 마무리되네요만족해요 로제바닐라는 밝게 표현되어 정말 만족합니다
1453,1453,5,21.05.24.,밀착력은 좋았고 마스크에는 전버전보다는 덜 묻어나는것 같긴 해요전에 호고 이번에  호인데 살짝 밝아진것 같아요퍼프 닿을때 느낌은 시원해서 좋은것 같아요,밀착력은 좋았고 마스크에는 전버전보다는 덜 묻어나는것 같긴 해요전에 호고 이번에  호인데 살짝 밝아진것 같아요퍼프 닿을때 느낌은 시원해서 좋은것 같아요
1454,1454,5,21.05.14.,전에도 블랙쿠션썼었는데 훨씬 가벼워졌달까 밀착감이뛰어나네요 인생쿠션 정착합니다 매우만족약간까무잡잡한피부도 바닐라컬러 좋아요,전에도 블랙쿠션썼었는데 훨씬 가벼워졌달까 밀착감이뛰어나네요 인생쿠션 정착합니다 매우만족약간까무잡잡한피부도 바닐라컬러 좋아요
1455,1455,5,21.05.17.,리뉴얼됐다고 해서 한번 사봤어요 밀착력 좋고 만족스럽네요 특히 케이스가 자석으로 바뀌어서 쓰기 편해요,리뉴얼됐다고 해서 한번 사봤어요 밀착력 좋고 만족스럽네요 특히 케이스가 자석으로 바뀌어서 쓰기 편해요
